CustomerID,Age,Income,EmploymentType,ResidenceType,CreditScore,LoanAmount,LoanTerm,PreviousDefault,RiskCategory
2107,37,9704,Salaried,Owned,401,259044,324,No,Medium
2108,33,43136,Self-employed,Rented,529,383108,12,No,Low
2109,21,4971,Salaried,Parental Home,687,151372,22,Yes,Very High
2110,23,43823,Salaried,Owned,510,427448,169,Yes,Medium
2111,39,14441,Salaried,Owned,729,145920,99,No,High
2112,43,34476,Unemployed,Parental Home,638,204718,253,No,Very High
2113,20,17677,Self-employed,Parental Home,483,370089,143,No,Very High
2114,58,30818,Unemployed,Owned,355,221421,97,Yes,Medium
2115,59,4868,Self-employed,Parental Home,581,460433,121,Yes,Very High
2116,31,21055,Self-employed,Parental Home,427,12176,339,Yes,High
2117,28,4728,Unemployed,Owned,807,78915,122,Yes,Medium
2118,35,10632,Self-employed,Rented,515,50663,219,Yes,High
2119,29,15043,Self-employed,Parental Home,389,273932,300,Yes,Low
2120,40,9403,Unemployed,Rented,613,198186,85,No,Low
2121,29,18732,Salaried,Rented,532,273426,333,Yes,Very High
2122,30,21526,Self-employed,Rented,546,261297,260,Yes,Very High
2123,42,12340,Unemployed,Parental Home,741,379362,119,Yes,High
2124,62,41952,Self-employed,Owned,434,272519,15,No,Low
2125,68,25394,Unemployed,Owned,301,168475,226,No,High
2126,36,36021,Salaried,Owned,460,285754,190,No,Very High
2127,63,7102,Self-employed,Owned,439,252040,166,No,High
2128,53,39310,Salaried,Owned,603,255073,300,No,Very High
2129,62,22159,Salaried,Owned,759,123781,236,No,Low
2130,25,9212,Unemployed,Rented,424,130194,116,No,Medium
2131,46,34824,Self-employed,Rented,646,137412,95,No,High
2132,49,40405,Self-employed,Rented,623,177710,88,Yes,Very High
2133,68,14525,Self-employed,Parental Home,706,243183,214,Yes,Medium
2134,61,31760,Self-employed,Parental Home,768,340663,350,Yes,Medium
2135,35,47239,Self-employed,Parental Home,463,374489,252,Yes,Low
2136,23,48268,Unemployed,Owned,539,498527,299,No,Very High
2137,35,30457,Self-employed,Rented,512,446627,206,Yes,High
2138,36,13532,Salaried,Parental Home,448,299232,216,Yes,Medium
2139,39,16518,Salaried,Rented,402,116318,225,Yes,Very High
2140,54,9476,Self-employed,Owned,482,163432,30,Yes,Very High
2141,49,22743,Unemployed,Rented,804,79063,170,Yes,Medium
2142,58,4004,Unemployed,Owned,824,358059,223,No,Low
2143,20,46054,Self-employed,Parental Home,679,329438,64,Yes,Very High
2144,45,40485,Salaried,Owned,323,313805,99,No,Low
2145,27,6271,Self-employed,Owned,432,79090,171,No,Medium
2146,68,48482,Self-employed,Rented,349,470085,20,No,Medium
2147,52,3209,Self-employed,Owned,325,242015,190,Yes,Low
2148,46,28463,Unemployed,Parental Home,310,416621,94,No,Low
2149,32,8539,Unemployed,Parental Home,401,51185,162,Yes,Low
2150,50,22977,Salaried,Owned,310,256973,36,Yes,High
2151,24,11606,Salaried,Rented,411,73105,236,Yes,Low
2152,29,47384,Self-employed,Parental Home,466,356445,205,No,Low
2153,66,37052,Salaried,Parental Home,706,360286,129,Yes,Low
2154,47,6148,Self-employed,Owned,344,445836,334,Yes,High
2155,38,36536,Salaried,Owned,658,278722,259,No,Very High
2156,48,8607,Self-employed,Parental Home,584,194320,89,No,High
2157,41,22586,Unemployed,Owned,699,109358,163,Yes,Very High
2158,37,32250,Self-employed,Owned,750,184952,67,No,Low
2159,54,21594,Unemployed,Parental Home,743,297346,317,No,Low
2160,21,10399,Unemployed,Rented,687,266355,270,No,High
2161,45,28117,Salaried,Rented,655,347107,34,Yes,High
2162,61,36126,Salaried,Parental Home,724,29381,173,No,Medium
2163,37,36617,Unemployed,Owned,305,199392,276,Yes,High
2164,41,10498,Self-employed,Parental Home,740,435442,93,Yes,High
2165,67,40290,Self-employed,Parental Home,655,351149,70,Yes,Low
2166,66,48541,Salaried,Owned,567,395874,77,Yes,Low
2167,68,12628,Self-employed,Rented,516,155167,126,Yes,Low
2168,49,3329,Self-employed,Rented,363,44615,302,No,High
2169,58,41619,Self-employed,Owned,741,451072,253,Yes,Medium
2170,53,10032,Unemployed,Parental Home,840,167282,345,Yes,Low
2171,51,41034,Unemployed,Owned,574,10802,120,Yes,Medium
2172,53,40122,Self-employed,Parental Home,769,370677,315,No,Medium
2173,19,23622,Salaried,Owned,515,119831,320,Yes,High
2174,32,31584,Self-employed,Owned,493,278985,342,No,High
2175,51,7722,Salaried,Rented,312,216777,43,No,Low
2176,53,20772,Unemployed,Rented,521,368716,224,No,Very High
2177,23,23569,Self-employed,Owned,695,243637,99,Yes,High
2178,56,44679,Self-employed,Owned,569,69660,73,Yes,Medium
2179,59,6235,Salaried,Rented,597,379331,14,Yes,High
2180,68,7576,Salaried,Parental Home,731,367633,273,No,High
2181,68,29707,Self-employed,Rented,707,23921,123,Yes,Medium
2182,29,36868,Self-employed,Parental Home,364,445721,23,Yes,High
2183,20,44632,Salaried,Rented,337,404961,64,No,High
2184,62,44476,Unemployed,Rented,327,298587,159,Yes,Low
2185,35,33285,Salaried,Parental Home,588,282160,145,No,Medium
2186,57,27154,Self-employed,Owned,536,83755,95,Yes,Very High
2187,38,23054,Unemployed,Rented,425,380408,195,Yes,Very High
2188,32,20165,Unemployed,Rented,683,34012,180,No,Very High
2189,50,17439,Unemployed,Rented,625,92617,60,No,High
2190,52,47518,Unemployed,Owned,384,201909,119,Yes,Medium
2191,43,25515,Self-employed,Rented,545,154621,204,Yes,Very High
2192,25,29962,Unemployed,Owned,687,105064,351,Yes,High
2193,53,45549,Salaried,Rented,565,82974,225,No,Very High
2194,65,40763,Salaried,Parental Home,504,206894,106,Yes,Low
2195,47,47754,Salaried,Rented,527,171494,42,Yes,High
2196,40,48278,Self-employed,Rented,539,288395,167,No,Very High
2197,59,22464,Unemployed,Owned,372,260400,23,Yes,High
2198,61,45036,Salaried,Owned,687,428682,283,Yes,Medium
2199,31,33413,Salaried,Owned,677,42860,236,Yes,High
2200,31,36270,Salaried,Parental Home,511,404796,174,No,Medium
2201,19,45299,Unemployed,Parental Home,470,218623,55,Yes,Very High
2202,54,23269,Salaried,Owned,451,315345,335,No,Low
2203,22,34541,Unemployed,Parental Home,403,455921,237,Yes,Very High
2204,55,11009,Unemployed,Owned,521,82919,264,No,Very High
2205,62,20007,Unemployed,Parental Home,581,99499,244,No,Medium
2206,58,29462,Self-employed,Owned,687,413752,270,No,Very High
2207,64,14542,Self-employed,Owned,671,236450,298,No,High
2208,31,20434,Unemployed,Parental Home,428,478908,191,No,Medium
2209,56,32765,Unemployed,Rented,703,74936,234,No,Low
2210,42,26769,Self-employed,Owned,519,56922,127,Yes,High
2211,37,25465,Self-employed,Owned,472,245485,16,No,Low
2212,19,24868,Unemployed,Rented,771,292488,272,Yes,Very High
2213,56,23156,Self-employed,Owned,752,391009,77,Yes,Low
2214,23,23300,Salaried,Owned,801,118581,26,No,Very High
2215,34,16435,Unemployed,Parental Home,351,168645,160,Yes,High
2216,42,7114,Unemployed,Rented,393,29780,112,Yes,High
2217,45,49336,Self-employed,Owned,320,325354,278,Yes,Medium
2218,19,39135,Salaried,Owned,405,190334,229,No,High
2219,52,11095,Self-employed,Rented,499,196041,53,Yes,Very High
2220,54,40909,Salaried,Rented,651,5661,77,Yes,Medium
2221,22,6951,Salaried,Parental Home,580,333358,328,Yes,Very High
2222,18,24468,Unemployed,Parental Home,581,207971,327,No,Low
2223,57,30073,Salaried,Parental Home,838,169139,131,No,Medium
2224,29,37341,Unemployed,Owned,544,480393,256,Yes,Very High
2225,53,49127,Salaried,Rented,728,220754,298,Yes,Very High
2226,62,5768,Unemployed,Parental Home,337,496759,59,No,High
2227,40,41070,Salaried,Rented,718,62146,299,Yes,Medium
2228,64,49514,Self-employed,Owned,601,57452,324,Yes,Very High
2229,48,36979,Salaried,Owned,370,311649,266,No,High
2230,28,28351,Self-employed,Rented,824,421923,166,Yes,Low
2231,27,18445,Salaried,Rented,473,384097,349,Yes,Medium
2232,20,4160,Salaried,Parental Home,389,228696,272,Yes,Medium
2233,31,25361,Unemployed,Rented,667,107594,28,No,Medium
2234,33,10041,Salaried,Parental Home,506,232597,214,No,Medium
2235,27,21767,Salaried,Rented,361,10647,177,No,Very High
2236,46,13846,Salaried,Rented,618,150136,59,No,Low
2237,27,41644,Self-employed,Rented,359,62083,240,Yes,High
2238,29,22924,Unemployed,Owned,404,110010,224,No,Very High
2239,47,48657,Unemployed,Owned,538,443627,227,No,Very High
2240,58,16882,Salaried,Owned,761,454051,316,No,Medium
2241,18,17738,Salaried,Parental Home,426,429411,180,Yes,Very High
2242,22,24019,Self-employed,Parental Home,382,247228,33,Yes,Low
2243,37,4095,Salaried,Owned,519,33979,286,No,Very High
2244,25,41669,Unemployed,Owned,707,175611,124,Yes,Very High
2245,60,43983,Unemployed,Rented,729,193824,214,No,High
2246,29,48679,Self-employed,Rented,812,160064,44,Yes,Very High
2247,18,17123,Self-employed,Parental Home,378,300432,100,No,Low
2248,37,31132,Unemployed,Parental Home,364,141714,145,Yes,Medium
2249,45,4079,Self-employed,Rented,482,195948,22,No,Medium
2250,60,32657,Salaried,Parental Home,365,313842,38,Yes,Low
2251,54,48278,Salaried,Owned,507,8884,42,Yes,Medium
2252,64,35375,Self-employed,Rented,353,383708,102,No,Medium
2253,54,27754,Unemployed,Rented,520,184457,180,No,Very High
2254,29,34153,Self-employed,Parental Home,535,302653,58,Yes,Low
2255,54,21344,Unemployed,Rented,737,36649,90,Yes,High
2256,66,37241,Self-employed,Rented,402,477233,13,No,Very High
2257,66,40656,Self-employed,Owned,735,434516,31,No,Low
2258,61,7979,Self-employed,Rented,720,363212,117,Yes,Very High
2259,45,4212,Salaried,Rented,407,366098,306,Yes,Low
2260,64,12001,Salaried,Rented,823,278180,341,No,Medium
2261,32,16248,Unemployed,Rented,742,465910,101,No,High
2262,23,36187,Self-employed,Owned,805,89571,149,Yes,Very High
2263,61,18608,Salaried,Rented,703,244835,179,Yes,Medium
2264,37,39427,Self-employed,Owned,642,210828,152,Yes,Low
2265,67,34368,Unemployed,Owned,626,14747,224,No,Very High
2266,31,8283,Salaried,Owned,513,51692,311,Yes,High
2267,19,28854,Unemployed,Parental Home,621,438446,43,No,High
2268,26,13715,Salaried,Parental Home,377,61777,41,Yes,Very High
2269,54,19165,Self-employed,Rented,354,264999,320,Yes,Medium
2270,37,37108,Unemployed,Owned,370,67108,343,No,High
2271,43,29797,Salaried,Parental Home,367,488265,55,No,Very High
2272,46,13584,Salaried,Rented,479,438022,46,No,Very High
2273,18,17780,Self-employed,Parental Home,679,374152,56,Yes,Very High
2274,52,40905,Unemployed,Owned,749,317531,149,Yes,Low
2275,23,24573,Unemployed,Rented,560,218110,58,No,High
2276,54,36359,Unemployed,Owned,746,197896,196,Yes,Very High
2277,22,3526,Self-employed,Owned,430,251019,29,No,Low
2278,50,10855,Salaried,Parental Home,533,141590,196,Yes,Low
2279,66,46463,Salaried,Rented,453,448566,83,Yes,Low
2280,68,37060,Unemployed,Rented,629,273421,134,No,Medium
2281,31,32482,Salaried,Rented,352,80877,182,No,Medium
2282,29,19571,Unemployed,Parental Home,767,384264,88,No,Very High
2283,59,34740,Self-employed,Rented,712,445774,20,Yes,Medium
2284,37,22142,Self-employed,Parental Home,313,28613,212,Yes,High
2285,67,28104,Self-employed,Rented,795,137031,254,Yes,High
2286,41,11625,Unemployed,Parental Home,816,319244,80,Yes,Very High
2287,60,42199,Salaried,Rented,667,447933,250,No,Very High
2288,51,18926,Self-employed,Parental Home,838,404152,328,No,High
2289,42,34218,Unemployed,Owned,751,426894,22,Yes,Very High
2290,67,47472,Unemployed,Owned,840,214763,331,No,Very High
2291,46,29380,Self-employed,Owned,814,159114,49,Yes,Very High
2292,56,23566,Self-employed,Rented,780,482515,21,No,Medium
2293,48,36205,Self-employed,Parental Home,713,147714,27,No,Very High
2294,64,46548,Salaried,Owned,527,111940,336,Yes,Very High
2295,60,32717,Salaried,Rented,436,257238,254,Yes,Low
2296,67,44756,Unemployed,Parental Home,539,24923,258,No,Low
2297,40,28135,Self-employed,Owned,771,217904,53,Yes,Very High
2298,61,31164,Self-employed,Owned,817,187932,245,No,Medium
2299,55,11953,Salaried,Rented,760,220327,55,Yes,Low
2300,37,41562,Self-employed,Parental Home,604,14227,175,No,Low
2301,40,6574,Unemployed,Rented,480,73580,161,Yes,Very High
2302,62,23169,Self-employed,Owned,329,380911,291,No,Medium
2303,69,24604,Salaried,Rented,339,389622,215,Yes,Very High
2304,33,27134,Unemployed,Rented,486,104590,242,No,Low
2305,67,26202,Unemployed,Owned,618,342330,302,No,Medium
2306,59,3684,Self-employed,Owned,526,146484,317,Yes,Very High
2307,25,40001,Unemployed,Parental Home,623,104934,350,No,High
2308,67,48765,Self-employed,Parental Home,342,429256,345,Yes,Low
2309,38,11007,Self-employed,Owned,577,353091,307,Yes,Very High
2310,18,38096,Salaried,Owned,618,184914,33,No,Medium
2311,25,44787,Unemployed,Parental Home,473,286644,186,Yes,High
2312,46,12255,Self-employed,Rented,340,436649,253,Yes,Very High
2313,49,35262,Self-employed,Owned,708,216154,342,Yes,Very High
2314,55,21093,Self-employed,Owned,622,98066,77,Yes,Low
2315,22,8782,Unemployed,Rented,479,280168,105,Yes,Very High
2316,64,4234,Unemployed,Parental Home,458,296232,224,No,High
2317,39,40973,Unemployed,Parental Home,336,158900,252,Yes,Very High
2318,64,37188,Self-employed,Rented,705,487529,121,Yes,Low
2319,51,34996,Unemployed,Owned,838,173039,58,No,High
2320,18,32204,Self-employed,Rented,675,124770,167,Yes,High
2321,43,20152,Unemployed,Owned,555,210020,91,Yes,Low
2322,60,45364,Unemployed,Parental Home,577,447701,56,No,Medium
2323,27,28019,Self-employed,Owned,548,132393,206,No,High
2324,47,22488,Unemployed,Owned,316,47440,248,No,Medium
2325,67,40123,Self-employed,Owned,667,103739,222,Yes,High
2326,35,22689,Unemployed,Owned,424,253201,279,Yes,High
2327,34,31506,Unemployed,Owned,611,355941,94,No,Low
2328,43,20715,Unemployed,Parental Home,511,201650,124,No,Very High
2329,25,44029,Unemployed,Rented,771,183385,278,No,High
2330,64,16765,Salaried,Parental Home,714,133848,142,Yes,Very High
2331,57,24942,Self-employed,Owned,799,22349,328,No,High
2332,66,41712,Salaried,Rented,480,230290,67,Yes,Medium
2333,29,42894,Unemployed,Owned,688,398431,249,No,Very High
2334,44,41031,Unemployed,Parental Home,486,409643,37,Yes,Medium
2335,25,23478,Self-employed,Parental Home,767,25704,353,No,Very High
2336,42,25551,Self-employed,Owned,756,428648,256,No,Very High
2337,63,31072,Self-employed,Owned,433,133245,220,No,Medium
2338,21,38561,Self-employed,Rented,474,138777,301,No,Low
2339,50,5892,Unemployed,Rented,560,348742,194,Yes,Medium
2340,18,36966,Self-employed,Owned,616,308876,218,No,Low
2341,36,27395,Salaried,Rented,568,156567,215,No,Low
2342,48,21756,Self-employed,Owned,769,135241,219,No,Very High
2343,33,25174,Self-employed,Owned,523,231312,83,Yes,Medium
2344,31,37651,Salaried,Owned,551,36233,323,No,High
2345,65,3797,Salaried,Parental Home,363,126124,350,No,High
2346,22,11209,Salaried,Owned,763,98267,158,No,Medium
2347,58,44003,Salaried,Owned,423,340802,215,Yes,High
2348,43,24346,Self-employed,Owned,537,131160,144,Yes,Low
2349,45,31024,Salaried,Rented,374,78785,293,Yes,Medium
2350,19,32414,Unemployed,Owned,741,165728,89,Yes,Low
2351,67,43818,Self-employed,Parental Home,799,141018,108,Yes,Very High
2352,23,8947,Unemployed,Parental Home,821,428423,174,Yes,Medium
2353,26,12617,Self-employed,Owned,567,475633,342,No,High
2354,50,23704,Self-employed,Owned,786,9743,207,Yes,High
2355,58,31702,Unemployed,Owned,349,416443,127,No,Low
2356,42,4892,Salaried,Parental Home,358,387282,172,No,Very High
2357,65,32754,Salaried,Rented,753,54612,266,No,High
2358,30,6424,Unemployed,Rented,371,341840,81,Yes,High
2359,26,45218,Salaried,Owned,489,299212,213,Yes,Very High
2360,30,16418,Self-employed,Rented,455,411737,47,No,Low
2361,48,32886,Self-employed,Parental Home,384,451183,316,No,Low
2362,58,37783,Self-employed,Owned,368,143364,229,No,Very High
2363,28,26057,Salaried,Rented,684,274773,320,Yes,Very High
2364,21,7833,Salaried,Owned,672,136361,208,No,Low
2365,51,12894,Unemployed,Owned,354,98397,347,No,Medium
2366,55,44833,Self-employed,Parental Home,384,20791,338,No,Low
2367,63,3565,Unemployed,Parental Home,616,178152,203,Yes,Medium
2368,21,43180,Salaried,Rented,463,69407,288,Yes,Medium
2369,55,21402,Unemployed,Parental Home,551,355456,302,Yes,Medium
2370,36,45845,Salaried,Owned,451,168318,97,Yes,Low
2371,23,13315,Self-employed,Parental Home,635,30308,33,Yes,Very High
2372,51,15834,Self-employed,Rented,667,388500,145,No,Medium
2373,35,5314,Salaried,Rented,399,156032,172,No,Very High
2374,30,40180,Salaried,Rented,419,389817,306,No,Very High
2375,58,6883,Salaried,Parental Home,684,85986,54,Yes,High
2376,40,47152,Self-employed,Parental Home,602,110152,52,No,Very High
2377,36,13051,Salaried,Parental Home,448,205390,302,Yes,Low
2378,62,43984,Self-employed,Parental Home,500,437899,291,Yes,Low
2379,28,14695,Unemployed,Parental Home,302,181703,194,No,Medium
2380,18,26123,Self-employed,Rented,699,9937,263,No,Low
2381,41,10902,Unemployed,Rented,367,343663,51,No,Medium
2382,24,48955,Self-employed,Parental Home,453,232042,98,Yes,Low
2383,42,20573,Self-employed,Owned,793,146302,236,No,Medium
2384,38,32374,Salaried,Rented,481,101422,296,No,Low
2385,32,15288,Self-employed,Owned,824,36994,149,No,Low
2386,18,49978,Salaried,Owned,488,147782,346,Yes,Medium
2387,29,9884,Salaried,Rented,319,247873,149,Yes,Very High
2388,24,13559,Salaried,Owned,582,396416,75,No,High
2389,32,21125,Self-employed,Owned,309,262807,128,Yes,Low
2390,38,6688,Salaried,Rented,830,484194,109,No,Very High
2391,36,26869,Unemployed,Rented,602,459995,157,Yes,High
2392,46,49882,Unemployed,Parental Home,540,49477,96,No,High
2393,42,41137,Self-employed,Rented,451,299025,62,Yes,Low
2394,50,47706,Salaried,Owned,636,482292,106,Yes,Very High
2395,66,7023,Unemployed,Rented,487,253637,289,No,Low
2396,49,20100,Self-employed,Parental Home,763,462120,20,Yes,Medium
2397,66,39735,Self-employed,Rented,476,127822,358,No,Medium
2398,52,10423,Self-employed,Owned,476,445745,100,No,High
2399,61,42218,Self-employed,Rented,714,194483,100,No,Medium
2400,55,15213,Self-employed,Owned,609,396085,230,Yes,Very High
2401,43,38983,Salaried,Rented,301,9437,341,Yes,Medium
2402,28,36158,Salaried,Parental Home,616,74456,297,No,Medium
2403,52,31460,Salaried,Parental Home,808,150785,172,No,Very High
2404,25,34017,Salaried,Rented,667,333807,54,Yes,Very High
2405,63,36000,Self-employed,Owned,525,322897,257,No,Medium
2406,31,29502,Self-employed,Parental Home,779,254827,269,No,Very High
2407,27,33990,Unemployed,Owned,362,341862,354,No,Low
2408,19,22515,Unemployed,Rented,579,352550,170,No,Medium
2409,63,32991,Salaried,Parental Home,313,69388,143,Yes,High
2410,26,10634,Self-employed,Parental Home,327,42495,58,No,Very High
2411,20,14498,Unemployed,Owned,441,440601,351,Yes,Very High
2412,38,13916,Unemployed,Parental Home,772,141581,100,Yes,Low
2413,43,32377,Unemployed,Owned,823,207089,56,Yes,Low
2414,25,36001,Unemployed,Owned,483,162105,332,Yes,High
2415,65,4391,Salaried,Rented,616,172294,205,No,Low
2416,19,46852,Self-employed,Owned,660,317347,17,No,Low
2417,23,45215,Salaried,Parental Home,744,225266,274,No,High
2418,45,17184,Unemployed,Owned,595,297631,207,No,Medium
2419,46,30114,Unemployed,Parental Home,703,199500,29,Yes,Low
2420,43,14882,Self-employed,Owned,562,122275,308,Yes,Medium
2421,42,20273,Self-employed,Rented,676,155713,118,Yes,High
2422,29,43670,Salaried,Rented,367,236618,80,No,Low
2423,22,48647,Self-employed,Owned,770,200729,36,Yes,Very High
2424,51,20129,Salaried,Owned,346,9867,67,Yes,Medium
2425,65,45679,Salaried,Owned,357,79599,12,No,High
2426,54,3427,Unemployed,Rented,323,60984,194,Yes,Very High
2427,32,34416,Salaried,Owned,589,218119,65,Yes,Low
2428,61,3731,Unemployed,Owned,743,422897,92,No,Low
2429,53,3799,Salaried,Parental Home,702,493863,171,Yes,Medium
2430,32,31873,Salaried,Rented,323,52455,237,Yes,Low
2431,60,10025,Self-employed,Rented,363,497926,275,Yes,Very High
2432,65,17481,Self-employed,Owned,538,328282,120,Yes,Medium
2433,40,28411,Unemployed,Owned,582,123108,320,Yes,Medium
2434,23,34358,Self-employed,Parental Home,741,420200,55,No,Low
2435,63,43392,Salaried,Owned,599,462537,212,Yes,High
2436,67,17961,Unemployed,Rented,392,490689,295,Yes,Very High
2437,61,24767,Unemployed,Parental Home,674,442770,158,No,Low
2438,60,44000,Unemployed,Rented,609,86774,210,No,High
2439,62,39135,Salaried,Owned,466,275326,245,Yes,Medium
2440,38,24392,Self-employed,Parental Home,306,365416,195,No,Medium
2441,40,16262,Unemployed,Rented,342,276336,46,Yes,Low
2442,60,8229,Salaried,Rented,639,82159,220,Yes,Very High
2443,33,26772,Self-employed,Rented,452,45256,74,No,Low
2444,64,21799,Self-employed,Owned,342,214279,93,Yes,Low
2445,32,49515,Unemployed,Owned,500,272241,274,No,Medium
2446,42,26555,Salaried,Owned,847,172952,266,Yes,Very High
2447,53,29616,Self-employed,Owned,525,121081,50,No,Low
2448,28,22333,Salaried,Rented,820,334551,297,No,High
2449,68,7261,Self-employed,Parental Home,638,415689,34,Yes,High
2450,32,6466,Unemployed,Owned,634,83709,95,No,Very High
2451,21,49553,Unemployed,Parental Home,480,165880,314,Yes,Medium
2452,38,6088,Self-employed,Rented,832,152075,217,Yes,Medium
2453,30,48783,Salaried,Owned,571,207143,106,Yes,Very High
2454,39,4115,Self-employed,Rented,493,385998,74,Yes,Low
2455,36,7578,Salaried,Owned,837,183076,148,No,Low
2456,51,5590,Self-employed,Owned,780,294852,162,Yes,High
2457,31,10372,Unemployed,Parental Home,397,42307,128,No,High
2458,21,6573,Salaried,Rented,729,495809,202,No,Very High
2459,65,5978,Unemployed,Rented,811,474474,213,Yes,Medium
2460,69,46407,Salaried,Rented,626,204923,261,Yes,Very High
2461,63,12422,Self-employed,Parental Home,715,189116,98,Yes,Low
2462,44,46626,Unemployed,Parental Home,410,48524,85,Yes,Low
2463,46,26697,Unemployed,Rented,511,334073,333,No,Very High
2464,64,33820,Salaried,Rented,329,330948,48,No,Low
2465,45,40743,Salaried,Owned,566,294812,136,No,Low
2466,52,7925,Salaried,Owned,649,15937,177,Yes,High
2467,25,32430,Unemployed,Parental Home,813,22104,12,Yes,Low
2468,33,31834,Self-employed,Owned,513,9326,349,Yes,High
2469,59,27435,Salaried,Rented,550,74133,302,No,Medium
2470,53,24676,Self-employed,Rented,842,42727,82,Yes,Very High
2471,47,46554,Salaried,Owned,618,307670,119,No,Low
2472,35,22814,Self-employed,Owned,482,225628,97,Yes,High
2473,19,17716,Salaried,Parental Home,488,33341,192,No,High
2474,66,30528,Self-employed,Owned,426,327637,36,Yes,Very High
2475,30,4995,Unemployed,Parental Home,595,205488,309,Yes,High
2476,21,25414,Salaried,Owned,322,70295,162,No,Low
2477,43,16844,Salaried,Owned,829,214458,276,No,High
2478,42,39659,Unemployed,Owned,378,157320,214,No,High
2479,47,18522,Salaried,Owned,845,216751,62,No,Medium
2480,28,42913,Salaried,Rented,769,159129,231,No,Low
2481,24,11498,Unemployed,Rented,604,210089,68,No,Very High
2482,48,45322,Unemployed,Rented,747,378977,93,No,High
2483,61,5102,Self-employed,Owned,498,299844,175,No,High
2484,27,38798,Unemployed,Parental Home,490,273387,280,No,Low
2485,56,11524,Unemployed,Owned,531,44060,194,No,Low
2486,30,33846,Salaried,Rented,323,86280,191,No,High
2487,48,11107,Unemployed,Parental Home,760,397346,295,Yes,Low
2488,24,21268,Salaried,Parental Home,482,246586,97,No,Very High
2489,66,27399,Unemployed,Rented,732,29970,122,No,Low
2490,59,12624,Unemployed,Owned,382,5375,169,No,Very High
2491,59,30126,Self-employed,Parental Home,392,371194,56,No,Very High
2492,53,26131,Unemployed,Parental Home,577,419477,49,No,Low
2493,37,23714,Unemployed,Rented,384,154595,31,Yes,Very High
2494,21,43631,Salaried,Parental Home,507,219966,108,Yes,Low
2495,24,38877,Salaried,Parental Home,743,179490,70,No,Low
2496,18,21570,Self-employed,Parental Home,669,206109,235,No,High
2497,61,15482,Unemployed,Owned,775,224156,309,No,High
2498,62,37318,Salaried,Owned,803,441855,200,No,Medium
2499,59,36414,Unemployed,Rented,530,158618,70,Yes,Medium
2500,64,24040,Self-employed,Owned,659,182687,19,No,Low
2501,30,16407,Salaried,Parental Home,318,97312,324,Yes,Very High
2502,39,48468,Salaried,Owned,508,428787,113,Yes,Low
2503,38,36305,Self-employed,Parental Home,430,95524,351,Yes,High
2504,39,17166,Unemployed,Parental Home,683,142417,32,Yes,Medium
2505,45,9572,Salaried,Owned,391,453498,316,No,Low
2506,26,36002,Salaried,Owned,842,347154,227,Yes,Very High
2507,43,29972,Self-employed,Owned,661,330399,321,No,Very High
2508,26,49835,Self-employed,Owned,423,445343,242,Yes,Low
2509,32,45464,Self-employed,Rented,572,43923,247,No,Medium
2510,27,49918,Unemployed,Owned,654,355342,162,No,Medium
2511,41,25923,Unemployed,Rented,399,20271,79,Yes,Low
2512,59,4909,Unemployed,Parental Home,600,396248,57,Yes,Very High
2513,25,47918,Self-employed,Rented,502,415978,233,Yes,Medium
2514,41,35848,Salaried,Parental Home,320,382925,251,Yes,Medium
2515,33,5083,Unemployed,Rented,497,247891,167,No,Medium
2516,66,49146,Self-employed,Rented,411,67030,106,Yes,High
2517,43,20140,Unemployed,Parental Home,448,28519,108,Yes,Low
2518,44,5670,Salaried,Rented,680,233630,317,No,Medium
2519,54,39519,Salaried,Parental Home,482,398926,94,No,Medium
2520,21,47512,Self-employed,Owned,636,33026,256,No,Low
2521,67,41029,Salaried,Parental Home,637,94381,74,No,High
2522,41,17691,Self-employed,Rented,599,385318,21,No,Very High
2523,36,42620,Self-employed,Owned,521,9892,100,Yes,Very High
2524,53,37262,Self-employed,Rented,708,385331,176,Yes,Low
2525,56,28595,Self-employed,Owned,417,40995,337,Yes,Medium
2526,27,36440,Salaried,Parental Home,473,260563,297,No,Medium
2527,42,11630,Salaried,Owned,518,153186,226,Yes,Very High
2528,35,34250,Salaried,Owned,675,395979,347,Yes,Very High
2529,36,31798,Salaried,Owned,618,93340,83,Yes,Low
2530,53,46036,Self-employed,Rented,387,372880,219,No,High
2531,27,36212,Self-employed,Owned,377,437176,150,No,Low
2532,50,44925,Salaried,Parental Home,740,243177,257,Yes,Low
2533,67,14982,Unemployed,Parental Home,500,130220,140,Yes,Low
2534,22,11655,Unemployed,Parental Home,714,454556,111,Yes,High
2535,64,21582,Unemployed,Owned,303,22851,22,Yes,Low
2536,66,38055,Salaried,Parental Home,382,301470,351,No,Low
2537,52,47725,Self-employed,Rented,792,48479,187,No,Low
2538,61,7008,Self-employed,Parental Home,305,305169,328,No,Medium
2539,51,47464,Unemployed,Owned,646,480365,327,No,High
2540,50,44872,Unemployed,Parental Home,833,290509,161,No,Medium
2541,38,3496,Self-employed,Owned,750,76060,86,Yes,Medium
2542,34,37231,Unemployed,Owned,444,378092,110,No,Very High
2543,39,26212,Unemployed,Parental Home,301,439716,276,No,Low
2544,65,23637,Self-employed,Rented,587,335554,254,Yes,Medium
2545,54,48227,Unemployed,Rented,524,456495,94,No,Low
2546,32,19877,Unemployed,Parental Home,736,111325,304,Yes,Low
2547,52,20810,Salaried,Owned,513,256490,81,No,Low
